"country","date","year","type","actor1","actor2","region","location","lat","lng","source","source_scale","notes","incident_fatalities","region_fatalities","freq"
"Egypt","2018-02-04",2018,"Remote violence","State of Sinai","Police Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"Anadolu Agency","Regional","Two policemen were killed in an IED attack in Al Arish. Five other conscripts were injured in the attack.",2,1953,624
"Egypt","2018-02-17",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Jabal al Halal",30.653,34.0289,"Menastream","Subnational","ISIS claims to have repelled attacks by the EG army, clashing with soldiers and destroying some vehicles by IED attacks in Jabal al-Halal. 4 reported dead.",4,1953,624
"Egypt","2018-06-21",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Hasna",30.4669,33.7843,"Egypt Independent; Al-Ahram Gate; Anadolu Agency","National","Over the past few days (coded as 20-21 June), the Egyptian army and police supported by the airforce claimed to have killed 32 Islamist militants in two separat incidents in Central and Northern Sinai as a continuation of Comprehensive Sinai 2018 operation. 15 explosive devices destroyed. Police killed 20 while the army killed 12.",6,1953,624
"Egypt","2018-04-21",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"MENASTREAM","Other","On 21 April, State of Sinai militants claimed to have killed a soldier by sniping east of El-Arish, North Sinai.",1,1953,624
"Egypt","2018-06-25",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Rafah",31.2878,34.2369,"Telegram","Other","On 25 June, IS militants clashed with Egyptian soldiers at the ""Sabah barrier"" near Rafah port, killing and wounding many of them, before allegedly returning safely to their positions.",10,1953,624
"Egypt","2018-07-11",2018,"Battle-No change of territory","Police Forces of Egypt (2014-)","Islamist Militia (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"Associated Press International","International","Around 11 July. At least 11 Islamist militants were killed in an exchange of fire with police forces in the city of Al-Arish in Egypt's Sinai Peninsula. Two explosives dismantled. The report did not say when the raid took place exactly (report dated 11 July) or whether any security forces were killed or wounded.",11,1953,624
"Egypt","2018-06-27",2018,"Battle-No change of territory","Police Forces of Egypt (2014-)","Hasam Movement","Northern Africa","Al Ghanayim",26.8747,31.3293,"Associated Press International; Daily News Egypt; Andalou Agency","National-International","On 27 June, four militants, allegedly from the Hasam Movement, were killed in an exchange of fire with security forces in Sohagyia of al-Ghanaim town in Assiut province.",4,1953,624
"Egypt","2018-01-04",2018,"Battle-No change of territory","State of Sinai","Police Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"AP International","International","Three policemen and a civilian have been killed by an ambush by Islamic State militants near al-Arish.",4,1953,624
"Egypt","2018-06-03",2018,"Remote violence","Police Forces of Egypt (2014-)","Unidentified Armed Group (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"MENASTREAM","Other","On 3 June, three policemen including an officer were killed in an IED attack on their armoured vehicle as they were travelling near Al Arish in North Sinai.",3,1953,624
"Egypt","2018-02-11",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"AFP English","International","Egypt's army said Sunday it had killed 16 militants and detained 34 more since the launch of Operation 'Sinai 2018'. It also destroyed 66 hideouts, 11 pickup vehicles and 31 motorbikes.",8,1953,624
"Egypt","2018-04-30",2018,"Remote violence","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"National Iraqi News Agency","National","On 30 April, it was reported that Egyptian airstrikes killed 12 gunmen in the area of Jihad Abu Tabel and Red Head south of Al Arish.",12,1953,624
"Egypt","2018-03-08",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"AFP English","International","Over 8-11 March, Egypt's military killed 16 militants in Al Arish in the framework of Operation 'Sinai 2018'. Two were killed on their side.",4,1953,624
"Egypt","2018-02-13",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Anadolu Agency","Regional","On the fifth day of the extensive military operation Sinai 2018, the military spokesperson announced that 10 militants have been killed in Al Arish.",10,1953,624
"Egypt","2018-01-09",2018,"Violence against civilians","State of Sinai","Civilians (Egypt)","Northern Africa","Rafah",31.2878,34.2369,"Menastream","Other-subnational","ISIS claimed to have executed a civilian they consider a ""spy/informant"" for the EG army in the area of Rafah.",1,1953,624
"Egypt","2018-01-31",2018,"Battle-No change of territory","Unidentified Armed Group (Egypt)","Military Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"Watani","National","A recruit soldier lost his life to sniper fire while on duty guarding the church of Abu-Seifein in Al-Arish.",1,1953,624
"Egypt","2018-04-22",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Hasna",30.4669,33.7843,"Anadolu Agency (AA)","International","In the week of 18-25 April, eight militants were reportedly killed during military raids in north and central Sinai. 4 fatalities coded in North Sinai and 4 in Central Sinai.",4,1953,624
"Egypt","2018-02-14",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","National","Egypt's army has said it killed 15 militants in crossfire on the sixth day of its latest security operation in Sinai.",15,1953,624
"Egypt","2018-03-01",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Al Arabiya; AP International; BBC Monitoring","Regional-international","Egypt's armed forces announced the death of 13 armed men in northern Sinai on day 21 of operation 'Sinai 2018' aimed at eliminating ISIS in Sinai. 2 officers also died in the battles. The Air Force destroyed nine hideouts and two booby-trapped vehicles used by ISIS militants.",15,1953,624
"Egypt","2018-01-10",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","El-Kharouba",31.0738,34.186,"Menastream","Other-subnational","ISIS claimed sniping two EG soldiers in Kharouba and Karm al-Qawadis east of El-Arish, North Sinai.",1,1953,624
"Egypt","2018-01-10",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","El Qawadis",31.1222,33.9852,"Menastream","Other-subnational","ISIS claimed sniping two EG soldiers in Kharouba and Karm al-Qawadis east of El-Arish, North Sinai.",1,1953,624
"Egypt","2018-04-12",2018,"Remote violence","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Agence France Presse","International","In security operations against Sinai militants ""over the past few days"" (source date 14 April), 27 were killed, including 12 in a shootout with police and 6 in aerial bombardments. It is unclear if these attacks all occurred at once or separately.",6,1953,624
"Egypt","2018-02-27",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Al Arabiya; Anadolu Agency","Regional","Security forces killed 11 armed ISIS-militants when foiling a suicide attack attempt and during an exchange of fire in Al Arish. In another battle, 3 Egyptian troops were killed by ISIS militants.",14,1953,624
"Egypt","2018-06-20",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Hasna",30.4669,33.7843,"Egypt Independent; Al-Ahram Gate; Anadolu Agency","National","Over the past few days (coded as 20-21 June), the Egyptian army and police supported by the airforce claimed to have killed 32 Islamist militants in two separat incidents in Central and Northern Sinai as a continuation of Comprehensive Sinai 2018 operation. 15 explosive devices destroyed. Police killed 20 while the army killed 12.",6,1953,624
"Egypt","2018-03-25",2018,"Battle-No change of territory","Police Forces of Egypt (2014-)","Hasam Movement","Northern Africa","Damanhur",31.0392,30.4691,"Agence France Presse","International","On 25 March, police forces killed six Islamist militants in Beheira province. The militants were reported to belong to the Hasam Movement and were blamed for the attack on the Alexandria security chief on 24 March.",6,1953,624
"Egypt","2018-05-18",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Sheikh Zuweiyid",31.2163,34.1107,"MENASTRAM","Other","On 18 May, presumed State of Sinai militants attacked an Egyptian army position south of Sheikh Zuweyid killing two soldiers.",2,1953,624
"Egypt","2018-02-10",2018,"Remote violence","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","National","The EG air force targeted a number of homes and hideouts in the north and west of the Sinai in the framework of the recently launched 'Operation Sinai 2018'. The operations led to 8 dead.",8,1953,624
"Egypt","2018-04-27",2018,"Remote violence","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"MENASTREAM","Other","On 27 April, the Islamic State group claimed to have inflicted casualties in the ranks of the EG army and destroyed a bulldozer and an APC by detonations of two IEDs west of Rafah and east of El-Arish in North Sinai.",5,1953,624
"Egypt","2018-01-05",2018,"Violence against civilians","Police Forces of Egypt (2014-)","Civilians (Egypt)","Northern Africa","Muqattam",30.0217,31.3033,"BBC Monitoring","National","An inmate in Mukattam police station was reportedly tortured to death by police forces.",1,1953,624
"Egypt","2018-02-17",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring, Menastream","National-regional","Egypt's army has said it killed 7 militants as part of the recently launched 'Sinai 2018' military operation.",7,1953,624
"Egypt","2018-05-07",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Rafah",31.2878,34.2369,"MENASTRAM","Subnational","On 7 May, the Islamic State group in Egypt (State of Sinai) claimed to have killed an Egyptian soldier by sniper fire near the Riyadh checkpoint, south of Rafah, North Sinai.",1,1953,624
"Egypt","2018-02-09",2018,"Battle-No change of territory","Police Forces of Egypt (2014-)","Hasam Movement","Northern Africa","Cairo",30.0771,31.2859,"BBC Monitoring","National","Egyptian police forces have killed three suspected militants of Hasm group in an exchange of gunfire in Cairo. 10 members were arrested.",3,1953,624
"Egypt","2018-04-07",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Egypt Independent","National","Around 7 April, Egyptian armed forces killed four militants suspected of being members of the State of Sinai militant group in North Sinai. They also detonated 30 IEDs.",4,1953,624
"Egypt","2018-02-16",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","National","Egypt's army has said it killed 3 militants and arrested 244 others during the ongoing security operation in Sinai.",3,1953,624
"Egypt","2018-01-09",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Rafah",31.2878,34.2369,"Menastream","Other-subnational","ISIS claimed to have sniped two EG soldiers in the area of Rafah.",2,1953,624
"Egypt","2018-02-17",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Rafah",31.2878,34.2369,"Menastream","Subnational","ISIS claims to have repelled attacks by the EG army, attacking soldiers by an RPG near Rafah and clashing with them which led to the death of several soldiers.",5,1953,624
"Egypt","2018-01-04",2018,"Riots/Protests","Rioters (Egypt)","Rioters (Egypt)","Northern Africa","Kirdasah",30.031,31.1111,"BBC Monitoring","Other-subnational","A quarrel reportedly broke out between political detainees and criminal inmates in Kerdasa police station in Giza which led to at least one dead and several injured.",1,1953,624
"Egypt","2018-06-26",2018,"Violence against civilians","Unidentified Armed Group (Egypt)","Civilians (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"The New Arab","Regional","On 26 June, an employee at Egypt's national broadcasting company was killed when unidentified gunmen entered his home in Arish, northern Sinai, and shot him.",1,1953,624
"Egypt","2018-06-21",2018,"Battle-No change of territory","Police Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Egypt Independent; Al-Ahram Gate; Anadolu Agency","National","Over the past few days (coded as 20-21 June), the Egyptian army and police supported by the airforce claimed to have killed 32 Islamist militants in two separat incidents in Central and Northern Sinai as a continuation of Comprehensive Sinai 2018 operation. 15 explosive devices destroyed. Police killed 20 while the army killed 12.",10,1953,624
"Egypt","2018-01-05",2018,"Violence against civilians","Police Forces of Egypt (2014-)","Civilians (Egypt)","Northern Africa","Qina",26.1642,32.7267,"Egypt Independent","National","Police allegedly tortured to death a male from Semari village near Qena.",1,1953,624
"Egypt","2018-02-22",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"Nile News TV, BBC Monitoring","National","At least seven army personnel have been killed and six others injured during an Islamic State attack on an army base of the 101 brigade in Al-Arish. Four IS-militants detonated their suicide vests after having exhausted their ammunition.",11,1953,624
"Egypt","2018-02-19",2018,"Remote violence","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"Nile News TV, BBC Monitoring","National","The Islamic State claimed to have killed around 40 EG military personnel since the start of Operation Sinai 2018 through IED attacks, armed clashes and sniper attacks. Fatalities split between events.",5,1953,624
"Egypt","2018-05-08",2018,"Battle-No change of territory","Police Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Al-Ahram Weekly","National","On 8 May, seven people were killed - including a judge, prosecutor, four policemen and a civilian and 17 wounded when a suicide bomber rammed his car into a hotel as security forces opened fire. The car exploded, killing the bomber. A second blast took place 10 minutes later, killing another bomber.",8,1953,624
"Egypt","2018-05-19",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Egypt International; Agence France Presse","National-International","Between 17-29 May, the Egyptian army announced that eight militants had been killed in an operation against State of Sinai militants in Central and North Sinai. Two soldiers were also killed. 10 fatalities spread over 4 events in May.",2,1953,624
"Egypt","2018-07-22",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Rafah",31.2878,34.2369,"Albawaba","Other","On 22 and 23 July, the region south of Rafah witnessed clashes between Egyptian armed forces backed by local tribes and State of Sinai militants. During this operation, a Daesh leader, Abou Jaafar al-Maqdesi, was killed.",1,1953,624
"Egypt","2018-01-03",2018,"Violence against civilians","State of Sinai","Civilians (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","National","The Islamic State in Sinai has published a video declaring war on the Palestinian Hamas movement and showing the killing of an IS member who had been allegedly convicted by an IS court of supplying weapons to Hamas's military wing Izz al-Din al-Qassam brigades.",1,1953,624
"Egypt","2018-06-25",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","Unidentified Armed Group (Egypt)","Northern Africa","Sheikh Zuweiyid",31.2163,34.1107,"The New Arab","Regional","On 25 June, an IED blast targeted a group of soldiers in the Abu Rashoud area south of Sheikh Zuweid during a military operation, killing one soldier and wounding several others.",1,1953,624
"Egypt","2018-01-04",2018,"Violence against civilians","State of Sinai","Civilians (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"Mada Masr","Subnational","Islamic State militants dumped the head of a Fawakhiriya tribesman on a main square in al Arish.",1,1953,624
"Egypt","2018-02-17",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","El Qawadis",31.1222,33.9852,"Menastream","Subnational","ISIS claims to have repelled attacks by the EG army, sniping a soldier in el-Qawadis.",1,1953,624
"Egypt","2018-06-09",2018,"Violence against civilians","Unidentified Armed Group (Egypt)","Civilians (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","International","On 9 June, unidentified assailants shot and killed a man in Al-Arish, North Sinai. Their identity and motive was not confirmed.",1,1953,624
"Egypt","2018-06-13",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Bir Al-Abd",31.0189,33.0098,"Telegram; MENASTREAM","Other","On 13 June, the Islamic State group reportedly set up an ambush on the International Road west of the town of Arish, killing three Egyptian soldiers. The attack occurred near the salt production facility in Sebika on the road between El-Arish and Bir el-Abed, North Sinai.",3,1953,624
"Egypt","2018-06-19",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"MENASTREAM","Other","On 19 June, the Islamic State group claimed to have killed at least one Egyptian army officer and damaged a Humvee by IED detonation south of El-Arish, North Sinai",1,1953,624
"Egypt","2018-03-29",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Agence France Presse","International","On the week of 26 March, six Islamist militants were killed in an operation by the Egyptian army in North Sinai. Two soldiers were also killed in other operations on that week, including at least one on 27 March.",7,1953,624
"Egypt","2018-01-04",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","An Nakhl",29.9096,33.7483,"BBC Monitoring","National","The Egyptian army has killed two militants in central Sinai, arrested two others and destroyed two hideouts and several vehicles.",2,1953,624
"Egypt","2018-01-20",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","An Nakhl",29.9096,33.7483,"BBC Monitoring","National","The Egyptian army killed one ISIS-Sinai militant and destroyed five hideouts in Central Sinai.",1,1953,624
"Egypt","2018-02-11",2018,"Battle-No change of territory","Police Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Xinhua News","International","10 ISIS militants have been killed on Sunday during a police raid in Arish city.",10,1953,624
"Egypt","2018-02-19",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Africa News, BBC Monitoring","Regional-national","The EG army killed four ISIS militants in shooutout. One officer and two conscripts were killed as well.",7,1953,624
"Egypt","2018-01-08",2018,"Violence against civilians","State of Sinai","Civilians (Egypt)","Northern Africa","Rafah",31.2878,34.2369,"Menastream","Other-subnational","ISIS militants executed a civilian in the Safa neighborhood of Rafah, North Sinai. They claim that the individual worked as an informant on behalf of the EG army.",1,1953,624
"Egypt","2018-06-05",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Anadolu Agency","International","On 5 June, Egyptian security forces reportedly killed 15 militants in clashes near the Al-Arish ring road.",15,1953,624
"Egypt","2018-03-24",2018,"Remote violence","Unidentified Armed Group (Egypt)","Police Forces of Egypt (2014-)","Northern Africa","Roushdy",31.2317,29.9499,"Agence France Presse","International","On 24 March, two policemen were killed in a car bomb explosion targeting the security chief in the Roushdy area of Alexandria. There was no immediate claim of responsibility for the attack.",2,1953,624
"Egypt","2018-05-10",2018,"Remote violence","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"MENA English; Egypt Independent","National-Regional","In a recent statement, the Egyptian Armed Forces reported 21 Islamic State (State of Sinai) militants were killed in Central and North Sinai during the last security operation. Six militants were arrested while seizing weapons and explosives and another 232 suspects arrested. Exact date not reported. Fatalities split between three events.",3,1953,624
"Egypt","2018-06-10",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","Unidentified Armed Group (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","International","On 10 June, Egyptian security authorities killed four militants in an exchange of fire in North Sinai's al-Arish, one day after the reported death of a civilian in the same area.",4,1953,624
"Egypt","2018-03-04",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"AFP English","International","4 soldiers and 10 militants were killed in new fights during military operation 'Sinai 2018' in the Sinai.",14,1953,624
"Egypt","2018-03-27",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Agence France Presse","International","On the week of 26 March, six Islamist militants were killed in an operation by the Egyptian army in North Sinai. Two soldiers were also killed in other operations on that week, including at least one on 27 March.",1,1953,624
"Egypt","2018-03-11",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"AFP English","International","Over 8-11 March, Egypt's military killed 16 militants in Al Arish in the framework of Operation 'Sinai 2018'. Two were killed on their side.",5,1953,624
"Egypt","2018-04-18",2018,"Remote violence","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Gorah",31.0988,34.1358,"Amaq News Agency","Other","On 18 April, the Islamic State group claimed an IED attack on an M113 armoured personnel carrier near al-Gora airport, south of Sheikh Zuweid town in northern Sinai. The report stated that the attack killed everyone on board.",10,1953,624
"Egypt","2018-03-06",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","National","IS claims to have thwarted an army advance on IS positions south of al-Mayadin village in Sinai, killing two soldiers and wounding others in the fighting.",2,1953,624
"Egypt","2018-04-12",2018,"Battle-No change of territory","Police Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Agence France Presse","International","In security operations against Sinai militants ""over the past few days"" (source date 14 April), 27 were killed, including 12 in a shootout with police and 6 in aerial bombardments. It is unclear if these attacks all occurred at once or separately.",21,1953,624
"Egypt","2018-03-20",2018,"Violence against civilians","Police Forces of Egypt (2014-)","Civilians (Egypt)","Northern Africa","Shibin al Kawm",30.5526,31.009,"Egypt Independent","National","On 20 March, a police officer killed an employee of the consumer association in Menufia governorate after a disagreement over irrigation of agricultural land.",1,1953,624
"Egypt","2018-01-03",2018,"Remote violence","State of Sinai","Police Forces of Egypt (2014-)","Northern Africa","Bir Al-Abd",31.0189,33.0098,"BBC Monitoring, Mena News Agency","National-regional","An Egyptian police officer was killed in an IED blast near Bir el-Abed.",1,1953,624
"Egypt","2018-04-18",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Hasna",30.4669,33.7843,"Egypt State Information Service (Cairo); Anadolu Agency (AA)","National","On 18 April, the Egyptian military killed Nasser Abu Zaqul, an Emir of State of Sinai and four other militants in an operation in mountainous area of Central Sinai after significant exchanges of fire.",5,1953,624
"Egypt","2018-05-08",2018,"Violence against civilians","State of Sinai","Civilians (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"Al-Ahram Weekly","National","On 8 May, a blast cocurred 10 minutes after another blast that had killed 8 people including the suicide bomber. In the second blast, the suicide bomber died as he detonated his explosives.",1,1953,624
"Egypt","2018-01-21",2018,"Remote violence","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","National","ISIS Sinai has claimed an attack on Egyptian military & police in the vicinity of al Arish, killing many through several IED explosions. They claimed to detonate three IED's targeting M-60 army tanks, destroying two and damaging one. Militants were also said to have destroyed a police armoured vehicle.",10,1953,624
"Egypt","2018-05-14",2018,"Remote violence","Unidentified Armed Group (Egypt)","Civilians (Egypt)","Northern Africa","New Cairo City",30.0421,31.4445,"Egypt Independent","National","On 14 May, four people were killed and one injured in an explosion in the New Administrative Capital in New Cairo. The explosion was due to a forgotten landmine left over from previous wars.",4,1953,624
"Egypt","2018-01-01",2018,"Violence against civilians","Unidentified Armed Group (Egypt)","Civilians (Egypt)","Northern Africa","Al Umraniyah",30.0024,31.2019,"Egypt Independent","National","Unidentified militants attacked a liquor shop on al-Omraniya Street in Greater Cairo's Giza district, killing two Copts.",2,1953,624
"Egypt","2018-02-05",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","National","Egypt's army killed an Islamic State militant in a raid in North Sinai. Two vehicles and six motorbikes belonging to militants were also destroyed, as well as two warehouses where explosive devices were kept.",1,1953,624
"Egypt","2018-04-22",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Anadolu Agency (AA)","International","In the week of 18-25 April, eight militants were reportedly killed during military raids in north and central Sinai. 4 fatalities coded in North Sinai and 4 in Central Sinai.",4,1953,624
"Egypt","2018-03-27",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring; Telegram; al-Naba","Other-International","On 27 March, Islamic State militants ambushed members of the Egyptian army south of Al-Arish. One navy captain killed.",1,1953,624
"Egypt","2018-03-09",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"AFP English","International","Over 8-11 March, Egypt's military killed 16 militants in Al Arish in the framework of Operation 'Sinai 2018'. Two were killed on their side.",4,1953,624
"Egypt","2018-02-18",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"Nile News TV, BBC Monitoring","National","The Islamic State claimed to have killed around 40 EG military personnel since the start of Operation Sinai 2018 through IED attacks, armed clashes and sniper attacks. Fatalities split between events.",5,1953,624
"Egypt","2018-07-03",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","Islamist Militia (Egypt)","Northern Africa","Rafah",31.2878,34.2369,"Agence France Presse","International","On or around 3 July, the Egyptian army killed 3 suspected Islamist militants in North Sinai and destroyed tunnels near Rafah. A conscript was wounded and 2 civilians were killed as a result of an explosion from a device targeting forces.",5,1953,624
"Egypt","2018-01-14",2018,"Violence against civilians","State of Sinai","Civilians (Egypt)","Northern Africa","Al Arish",31.1316,33.7984,"AP International","International","Militants killed a Coptic man in the Sinai Peninsula. They did so after seeing a cross tattoo on his wrist. It is supposed that the perpetrators belonged to the Islamic State.",1,1953,624
"Egypt","2018-03-15",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Arish",31.1316,33.7984,"Anadolu Agency (AA)","Regional","Around 15 March, a military operation carried out by the security forces on Islamic State militants in Al Arish left 36 militants and 4 soldiers killed. Egyptian warplanes hit 12 militant hideouts south of Al Arish during the operation. 345 militants were detained.",40,1953,624
"Egypt","2018-01-13",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","At Tumah",31.17,34.0871,"Menastream","Subnational","ISIS claimed to have sniped two soldiers in the Touma area (Sheikh Zuweid), North Sinai.",2,1953,624
"Egypt","2018-05-22",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Hasna",30.4669,33.7843,"Egypt International; Agence France Presse","National-International","Between 17-29 May, the Egyptian army announced that eight militants had been killed in an operation against State of Sinai militants in Central and North Sinai. Two soldiers were also killed. 10 fatalities spread over 4 events in May.",2,1953,624
"Egypt","2018-04-14",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","State of Sinai","Northern Africa","Al Qusaymah",30.666,34.3689,"Agence France Presse; Associated Press International; MENASTREAM","International","On 14 April, fourteen State of Sinai militants and eight Egyptian soldiers were killed in an attack on a military camp in Al-Qossima, central Sinai. The militants blew themselves up outside the camp.",22,1953,624
"Egypt","2018-03-05",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Al Arish",31.1316,33.7984,"BBC Monitoring","National","IS claims attacking an Egyptian army foot patrol with an IED in al-Wadi area, east of Al-Arish, and targeting soldiers in another location south of Al Arish on the same day. 10 military personnel were killed and injured in the two attacks.",5,1953,624
"Egypt","2018-02-24",2018,"Battle-No change of territory","State of Sinai","Military Forces of Egypt (2014-)","Northern Africa","Sheikh Zuweiyid",31.2163,34.1107,"Menastream","Other","ISIS claims to have killed and wounded 6 soldiers including two officers by sniping west of Sheikh Zuweid (3 fatalities coded)",3,1953,624
"Egypt","2018-05-17",2018,"Battle-No change of territory","Military Forces of Egypt (2014-)","Islamist Militia (Egypt)","Northern Africa","Al Hasna",30.4669,33.7843,"Kuwait News Agency","Regional","Around 17 May, a total of 10 Islamist militants were killed in exchanges of fire in North and Central Sinai as part of the on-going ""Operation Sinai 2018"" campaign. Fatalities split between two events. Another 9 were killed in clashes with the police forces.",5,1953,624
